Titulo do imóvel,Tipo do imóvel,Preço,Valor Condomínio,Bairro,Link para o anúncio,Origem,Quartos,Suítes,Área do imóvel
Comercial - Sala Comercial em Condomínio,Residencial,5300,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Centro/6684,Ativa,0,0,70.78
Sala Comercial em otima localização- Vila Industriaal,Residencial,2500,0,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Industrial/13071,Ativa,0,0,115.0
Comercial - Sala Comercial,Residencial,6000,0,Jardim Coopagro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Coopagro/13125,Ativa,0,0,240.0
Sala Comercial 01 e 02. ampla com excelente localização,Residencial,5500,0,Vila Becker,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Becker/12247,Ativa,0,0,220.0
Terreno - Lote Urbano,Residencial,2000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Centro/8753,Ativa,0,0,810.0
Imóvel comercial com pátio adequado para manobras de veículos pesados e carretas,Residencial,12000,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Jardim-Gisela/13094,Ativa,0,0,800.0
Casa - Padrão,Residencial,1350,0,Jardim Coopagro,https://www.imobiliariaativa.com.br/alugar/Toledo/Casa/Padrao/Jardim-Coopagro/2264,Ativa,0,0,250.0
Comercial - Box,Residencial,2800,0,Jardim Independencia,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Box/Jardim-Independencia/2791,Ativa,0,0,72.0
Comercial - Sala Comercial,Residencial,12700,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/4539,Ativa,0,0,300.0
Sala Comercial com excelente localização- Jardim Panorama,Residencial,2400,0,Jardim Panorama,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Panorama/12371,Ativa,0,0,60.0
Comercial - Sala Comercial,Residencial,2700,250,Jardim Coopagro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Coopagro/12330,Ativa,0,0,1791.0
Apartamento Novo com uma suite e um dormitório - Vila Industrial,Residencial,1800,300,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Vila-Industrial/12997,Ativa,0,0,64.98
Galpão com Estrutura Logística Completa: Docas + Amplo Pátio,Residencial,22000,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Jardim-Gisela/13123,Ativa,0,0,1200.0
Sala Comercial com amplo espaço no Jardim Panorama,Residencial,2100,0,Jardim Panorama,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Panorama/13128,Ativa,0,0,119.2
Comercial/Sala Comercial - Comercial - No bairro Centro,Residencial,12000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/11931,Ativa,0,0,360.0
Apartamento - Padrão,Residencial,2350,450,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Vila-Industrial/2453,Ativa,0,0,93.89
Comercial - Sala Comercial em Condomínio,Residencial,2300,400,Centro,https://www.imobiliariaativa.com.br/comprar/Toledo/Comercial/Sala-Comercial-em-Condominio/Centro/5126,Ativa,0,0,75.02
Comercial - Barracão,Residencial,4850,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Centro/10147,Ativa,0,0,
Apartamento com 1 suite 1 dormitorio e semi mobiliado- Jardim Tocantins,Residencial,2800,250,Jardim Tocantins,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Tocantins/13098,Ativa,0,0,70.0
Comercial - Sala Comercial,Residencial,4000,0,Jardim Porto Alegre,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Porto-Alegre/2429,Ativa,0,0,240.0
Comercial - Sala Comercial,Residencial,5000,0,Jardim Porto Alegre,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Porto-Alegre/7274,Ativa,0,0,400.0
Sala Nova Comercial SALA 05 - Avenida Maripá,Residencial,2800,0,Vila Operaria/Boa Esperanca,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-OperariaBoa-Esperanca/12380,Ativa,0,0,72.0
Comercial - Sala Comercial,Residencial,4500,250,Jardim Coopagro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Coopagro/12329,Ativa,0,0,1791.0
Apartamento - Padrão,Residencial,1300,250,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Vila-Industrial/2509,Ativa,0,0,61.67
Comercial - Sala Comercial em Condomínio,Residencial,2500,450,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Centro/10712,Ativa,0,0,64.61
SALA COMERCIAL COM UMA VAGA DE GARAGEM- CENTRO DE TOLEDO,Residencial,3200,120,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/13077,Ativa,0,0,110.18
Comercial - Barracão,Residencial,4900,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Centro/3748,Ativa,0,0,415.0
Comercial - Sala Comercial em Condomínio,Residencial,12000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Centro/11212,Ativa,0,0,703.44
Barracão e sala comercial novo com energia fotovoltaica,Residencial,8100,0,Vila Pioneiro,https://www.imobiliariaativa.com.br/comprar/Toledo/Comercial/Barracao/Vila-Pioneiro/12549,Ativa,0,0,821.0
Apartamento - Padrão,Residencial,1800,300,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Vila-Industrial/13003,Ativa,0,0,64.98
EDIFICIO COMERCIAL,Residencial,50000,0,Centro,https://www.imobiliariaativa.com.br/comprar/Toledo/Comercial/Edificio-Comercial/Centro/10663,Ativa,0,0,1800.0
SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,Residencial,4950,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12414,Ativa,0,0,110.0
Comercial - Sala Comercial em Condomínio,Residencial,4000,300,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Centro/13083,Ativa,0,0,279.72
Comercial - Sala Comercial em Condomínio,Residencial,5600,250,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/1871,Ativa,0,0,228.83
Terreno - Lote Urbano,Residencial,2200,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-La-Salle/9927,Ativa,0,0,588.0
Excelente oportunidade!,Residencial,5800,0,Vila Operaria/Boa Esperanca,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-OperariaBoa-Esperanca/11346,Ativa,0,0,386.0
Barracão comercial com excelente localização - Próximo às principais vias de acesso. ideal para empresas. depósitos ou centros de distribuição. Amplo espaço interno e fácil acesso para caminhões,Residencial,6500,0,Pinheirinho,https://www.imobiliariaativa.com.br/comprar/Toledo/Comercial/Barracao/Pinheirinho/12702,Ativa,0,0,383.0
Barracão para locação a 3 KM da Cirne Lima,Residencial,8000,0,Área Rural de Toledo,https://www.imobiliariaativa.com.br/comprar/Toledo/Comercial/Barracao/Area-Rural-de-Toledo/12890,Ativa,0,0,31000.0
SALA COMERCIAL COM UMA VAGA DE GARAGEM- CENTRO DE TOLEDO,Residencial,2990,100,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/13075,Ativa,0,0,83.22
Apartamento - Padrão,Residencial,1800,300,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Vila-Industrial/13000,Ativa,0,0,64.98
Casa - Condomínio,Residencial,1300,0,Jardim Coopagro,https://www.imobiliariaativa.com.br/alugar/Toledo/Casa/Condominio/Jardim-Coopagro/2622,Ativa,0,0,623.0
Comercial - Barracão,Residencial,0,None,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Vila-Industrial/10515,Ativa,0,0,589.24
SALA COMERCIAL NO CENTRO DE TOLEDO- GALERIA MAURÍCIO,Residencial,800,140,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12409,Ativa,0,0,56.0
Sala Comercial segundo piso em otima localização. no centro de Toledo,Residencial,2200,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12975,Ativa,0,0,78.0
Comercial - Sala Comercial,Residencial,8800,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/10812,Ativa,0,0,124.0
Barracão Novo para locação em Bom Principio ampla sobra de terreno.,Residencial,5800,0,Bom Principio (Distrito de Toledo),https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Bom-Principio-Distrito-de-Toledo/12272,Ativa,0,0,480.0
Sala Comercial em otima localização no Jardim Gisela,Residencial,1700,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Gisela/13209,Ativa,0,0,60.0
Apartamento - Padrão,Residencial,1850,250,Jardim Concórdia,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Concordia/4405,Ativa,0,0,72.92
Ampla Sala Comercial no Centro com 992mt²,Residencial,28000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12183,Ativa,0,0,992.0
Comercial - Sala Comercial,Residencial,12800,250,Jardim Coopagro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Coopagro/12341,Ativa,0,0,1791.0
Sala Comercial próximo ao Lago municipal com estrutura completa para diversos segmentos.,Residencial,27000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Edificio-Comercial/Centro/12505,Ativa,0,0,700.0
Comercial - Sala Comercial,Residencial,1000,0,Jardim Porto Alegre,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Porto-Alegre/12803,Ativa,0,0,30.0
Comercial - Sala Comercial,Residencial,5700,0,Jardim Pancera,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Pancera/12416,Ativa,0,0,240.0
Sala Comercial com otima localização no jardim Coopagro,Residencial,2050,0,Jardim Coopagro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Coopagro/12782,Ativa,0,0,95.0
Casa com dois dormitorios. na Avenida Senador Atilio Fontana-Jardim Panorama,Residencial,1350,0,Jardim Panorama,https://www.imobiliariaativa.com.br/alugar/Toledo/Casa/Padrao/Jardim-Panorama/13226,Ativa,0,0,64.0
Comercial - Sala Comercial,Residencial,2800,250,Jardim Coopagro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Coopagro/12331,Ativa,0,0,1791.0
Comercial - Sala Comercial,Residencial,5000,280,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12863,Ativa,0,0,31.0
Apartamento - Padrão,Residencial,1300,200,Jardim Santa Maria,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Santa-Maria/898,Ativa,0,0,60.0
Comercial - Box,Residencial,1950,0,Jardim Independencia,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Box/Jardim-Independencia/2009,Ativa,0,0,60.0
Apartamento - Padrão,Residencial,3450,680,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-La-Salle/6337,Ativa,0,0,141.86
Oportunidade!,Residencial,5800,0,Vila Pioneiro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Pioneiro/11347,Ativa,0,0,400.0
Comercial - Sala Comercial em Condomínio,Residencial,9800,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Centro/12382,Ativa,0,0,267.54
Barracão com amplo espaço. localizado na Avenida São João,Residencial,10800,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Centro/12565,Ativa,0,0,480.0
Comercial - Sala Comercial em Condomínio,Residencial,9900,300,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13225,Ativa,0,0,223.5
Comercial - Sala Comercial em Condomínio,Residencial,2800,400,Centro,https://www.imobiliariaativa.com.br/comprar/Toledo/Comercial/Sala-Comercial-em-Condominio/Centro/5121,Ativa,0,0,90.51
Comercial - Imóvel Comercial,Residencial,5750,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Imovel-Comercial/Jardim-La-Salle/11046,Ativa,0,0,320.0
Sala Comercial - Piratini,Residencial,10500,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/11449,Ativa,0,0,200.0
Sala Comercial em otima localização. no Jardim Tocantins,Residencial,1100,100,Jardim Tocantins,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Tocantins/13217,Ativa,0,0,21.97
Comercial - Sala Comercial,Residencial,4500,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/10269,Ativa,0,0,1320.0
Sala Comercial com Excelente Localização- localizada na Avenida Ministro Cirnei Lima 1773,Residencial,3500,0,Jardim Pancera,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Pancera/12176,Ativa,0,0,110.0
Comercial - Sala Comercial,Residencial,5950,500,Jardim Coopagro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Coopagro/12333,Ativa,0,0,1791.0
SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,Residencial,17800,0,Jardim Tocantins,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Tocantins/12435,Ativa,0,0,356.19
Comercial - Sala Comercial,Residencial,5000,0,Vila Pioneiro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Pioneiro/12464,Ativa,0,0,200.0
Comercial - Sala Comercial,Residencial,2200,0,Vila Pioneiro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Pioneiro/12630,Ativa,0,0,51.8
Terreno - Lote Urbano,Residencial,16000,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9156,Ativa,0,0,16056.8
Sala Comercial com 3 pavimentos em área nobre,Residencial,30000,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/11918,Ativa,0,0,842.64
Comercial - Sala Comercial,Residencial,2550,250,Jardim Coopagro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Coopagro/12332,Ativa,0,0,1791.0
Comercial - Sala Comercial,Residencial,1900,0,Jardim Panorama,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Panorama/12957,Ativa,0,0,80.0
Comercial - Sala Comercial,Residencial,21100,250,Jardim Coopagro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Coopagro/12335,Ativa,0,0,1791.0
Comercial - Sala Comercial em Condomínio,Residencial,8500,150,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Centro/12381,Ativa,0,0,191.85
SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,Residencial,21432,0,Jardim Tocantins,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Tocantins/12437,Ativa,0,0,428.64
Comercial - Sala Comercial em Condomínio,Residencial,1500,0,Jardim Independencia,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-Independencia/3599,Ativa,0,0,128.95
SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADAS na Av. Min. Cirne Lima. próximo ao SAMU. 23 vagas de estacionamento exclusivas para clientes. Alto fluxo de veículos e pedestres,Residencial,83920,0,Jardim Tocantins,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Tocantins/12440,Ativa,0,0,1658.22
Comercial/Sala Comercial - Comercial - No bairro Centro,Residencial,12000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12103,Ativa,0,0,1530.0
SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,Residencial,18650,0,Jardim Tocantins,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Tocantins/12436,Ativa,0,0,372.94
Sala Comercial na Avenida Barão do Rio Branco,Residencial,2500,0,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Industrial/12525,Ativa,0,0,90.0
Ponto Comercial com excelente localização na Avenida Maripá,Residencial,2640,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12779,Ativa,0,0,28.0
Apartamento com 1 suite e mais 1 dormitório. com moveis planejados em todos os ambientes,Residencial,2500,250,Jardim Tocantins,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Tocantins/13220,Ativa,0,0,68.11
SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,Residencial,9000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12411,Ativa,0,0,220.0
Sala comercial para alugar no jardim são francisco,Residencial,1600,0,Jardim Panorama,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Ponto-Comercial/Jardim-Panorama/12959,Ativa,0,0,263.0
Apartamento - Padrão,Residencial,3500,450,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-La-Salle/376,Ativa,0,0,130.0
Comercial - Sala Comercial em Condomínio,Residencial,2600,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Centro/4515,Ativa,0,0,63.52
Comercial - Sala Comercial em Condomínio,Residencial,2300,400,Centro,https://www.imobiliariaativa.com.br/comprar/Toledo/Comercial/Sala-Comercial-em-Condominio/Centro/5140,Ativa,0,0,75.02
Sala Comercial Nova com excelente localização na Vila Pioneira,Residencial,4500,0,Vila Pioneiro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Pioneiro/12282,Ativa,0,0,220.0
Excelente Sala Comercial com Salão para Reuniões e Eventos,Residencial,12960,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12552,Ativa,0,0,700.0
Sala Nova Comercial SALA 02 - Avenida Maripá,Residencial,3000,0,Vila Operaria/Boa Esperanca,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-OperariaBoa-Esperanca/12378,Ativa,0,0,81.0
Comercial - Sala Comercial,Residencial,18000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12426,Ativa,0,0,700.0
Terreno - Lote Urbano,Residencial,7500,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9158,Ativa,0,0,5352.26
Sala Comercial em uma das principais vias da cidade,Residencial,45000,0,Jardim Santa Maria,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Santa-Maria/13076,Ativa,0,0,1101.83
Terreno - Lote Urbano,Residencial,7500,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9159,Ativa,0,0,5352.26
Comercial/Sala Comercial - Comercial - No bairro Centro,Residencial,8000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/11930,Ativa,0,0,360.0
SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,Residencial,22530,0,Jardim Tocantins,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Tocantins/12438,Ativa,0,0,450.45
Sala Comercial na Avenida Barão do Rio Branco,Residencial,2500,0,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Industrial/12524,Ativa,0,0,90.0
Terreno - Lote Urbano,Residencial,850,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-La-Salle/2908,Ativa,0,0,516.74
Comercial - Sala Comercial em Condomínio,Residencial,2450,400,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Centro/10849,Ativa,0,0,1318.4
Área para locação com localização privilegiada,Residencial,5000,0,Jardim Pancera,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Pancera/11291,Ativa,0,0,3334.65
SALA COMERCIAL NOVA NO CENTRO DE TOLEDO- Almirante Barroso,Residencial,4800,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12413,Ativa,0,0,220.0
Apartamento - Padrão,Residencial,2300,300,Jardim Pancera,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Pancera/6963,Ativa,0,0,69.65
Sala Comercial anexo ao Primato do jardim Panorama,Residencial,3300,0,Jardim Panorama,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Panorama/12521,Ativa,0,0,60.0
Barracão Avenida Maripa com sobra de terreno,Residencial,6500,0,Vila Brasil,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Vila-Brasil/13186,Ativa,0,0,300.0
Comercial - Sala Comercial em Condomínio,Residencial,2950,250,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/10996,Ativa,0,0,56.1
Comercial - Sala Comercial,Residencial,5000,0,Vila Pioneiro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Pioneiro/12465,Ativa,0,0,200.0
Terreno - Lote Urbano,Residencial,7500,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9157,Ativa,0,0,5352.26
Comercial - Sala Comercial em Condomínio,Residencial,2800,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13224,Ativa,0,0,12.9
Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,Residencial,7500,0,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Industrial/12845,Ativa,0,0,80.0
SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,Residencial,4950,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12412,Ativa,0,0,110.0
Comercial - Sala Comercial em Condomínio,Residencial,1500,250,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Vila-Industrial/1285,Ativa,0,0,52.0
Comercial - Sala Comercial em Condomínio,Residencial,2800,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13223,Ativa,0,0,11.14
Comercial - Sala Comercial em Condomínio,Residencial,2500,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13222,Ativa,,,
Sala Comercial em excelente localização- Avenida Parigot de Souza,Residencial,18000,0,Jardim Porto Alegre,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Porto-Alegre/13237,Ativa,0,0,500.0
Barracão Comercial em otima localização - Avenida Barão do Rio Branco,Residencial,6600,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Jardim-Gisela/13238,Ativa,0,0,400.0
"Sobrado à venda, Centro, TOLEDO - PR",Residencial,"R$ 10.900,00",,"Centro, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/venda-e-locacao/sobrado/toledo-pr/centro/sobrado-a-venda--centro--toledo---pr/773428,Maximize Imobiliária,3,2,"490,00m²"
"Barracão, 338 m² - venda por R$ 1.350.000,00 ou aluguel por R$ 6.000,00/mês - Ja",Residencial,"R$ 6.000,00",,"Jardim Pancera, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/venda-e-locacao/barracao/toledo-pr/jardim-pancera/barracao-a-venda-808-00-m---jardim-pancera--toledo---pr/547752,Maximize Imobiliária,,,"808,00m²"
"Sobrado para venda e locação, no Jardim Pancera, com uma suíte e mais dois quartos, piscina,",Residencial,"R$ 5.000,00",,"Jardim Pancera, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/sobrado/toledo-pr/jardim-pancera/sobrado-para-venda-e-locacao--no-jardim-pancera--com-uma-suite-e-mais-dois-quartos--piscina-/860199,Maximize Imobiliária,2,1,"172,00m²"
"Casa para locação e venda com 03 quartos e piscina, Vila Becker, TOLEDO - PR",Residencial,"R$ 4.200,00",,"Vila Becker, TOLEDO - PR",https://www.maximizeimobiliaria.com.br/imovel/locacao/casa/toledo-pr/vila-becker/casa-para-locacao-e-venda-com-03-quartos-e-piscina--vila-becker--toledo---pr/873697,Maximize Imobiliária,3,,"203,00m²"
